start_ip,end_ip,asn,name,domain
8.14.0.0,8.14.0.255,AS394562,"Stripe, Inc.",stripe.com
8.14.1.0,8.14.31.255,AS46164,AT&T Mobility LLC,att.com
8.14.32.0,8.14.32.255,AS36236,"NetActuate, Inc",netactuate.com
8.14.33.0,8.14.57.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.58.0,8.14.59.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.14.60.0,8.14.60.255,AS31793,Hotwire Communications,hotwirecommunication.com
8.14.61.0,8.14.63.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.14.64.0,8.14.66.255,AS11168,"SMART CHOICE COMMUNICATIONS, LLC",smartchoiceus.com
8.14.67.0,8.14.67.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.68.0,8.14.71.255,AS11168,"SMART CHOICE COMMUNICATIONS, LLC",smartchoiceus.com
8.14.72.0,8.14.82.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.83.0,8.14.83.255,AS21655,"Blogtalkradio, Inc.",blogtalkradio.com
8.14.84.0,8.14.87.255,AS23338,"DCS Pacific Star, LLC",dcsmanage.com
8.14.88.0,8.14.102.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.103.0,8.14.103.255,AS13817,"Cantillon Capital Management, LLC",cantillon.com
8.14.104.0,8.14.112.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.113.0,8.14.113.255,AS26378,ADORAMA,adorama.com
8.14.114.0,8.14.114.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.115.0,8.14.115.255,AS25674,"Lingo Telecom, LLC",lingo.com
8.14.116.0,8.14.118.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.119.0,8.14.119.255,AS47631,SIP COMMUNICATIONS LIMITED,sipcom.com
8.14.120.0,8.14.120.255,AS14602,"Teliax, Inc.",teliax.com
8.14.121.0,8.14.138.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.139.0,8.14.139.255,AS21906,Vodex Communications Corp,vodex.co
8.14.140.0,8.14.152.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.153.0,8.14.153.255,AS53621,Rady Children's Hospital - San Diego,rchsd.org
8.14.154.0,8.14.155.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.156.0,8.14.156.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.14.157.0,8.14.157.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.158.0,8.14.159.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.14.160.0,8.14.163.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.164.0,8.14.164.255,AS32999,ECRI,ecri.org
8.14.165.0,8.14.165.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.166.0,8.14.166.255,AS20053,The Descartes Systems Group Inc,descartes.com
8.14.167.0,8.14.194.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.195.0,8.14.195.255,AS26102,CALIBRE Systems Inc.,calibresys.com
8.14.196.0,8.14.198.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.199.0,8.14.199.255,AS395747,"Cloudflare, Inc.",cloudflare.com
8.14.200.0,8.14.200.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.201.0,8.14.204.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.14.205.0,8.14.205.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.206.0,8.14.206.255,AS14404,City of Wichita,wichita.gov
8.14.207.0,8.14.223.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.14.224.0,8.14.255.255,AS28469,AT&T COMUNICACIONES DIGITALES S DE RL,att.com
8.15.0.0,8.15.0.255,AS395788,Kellogg Company,kelloggs.com
8.15.1.0,8.15.4.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.5.0,8.15.5.255,AS209,"CenturyLink Communications, LLC",lumen.com
8.15.6.0,8.15.63.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.64.0,8.15.64.255,AS18540,Recovery Point Systems Inc.,recoverypoint.com
8.15.65.0,8.15.65.255,AS33052,Verizon Business,verizonbusiness.com
8.15.66.0,8.15.171.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.172.0,8.15.173.255,AS18624,Greenlight,greenlighttek.com
8.15.174.0,8.15.175.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.176.0,8.15.191.255,AS18624,Greenlight,greenlighttek.com
8.15.192.0,8.15.200.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.201.0,8.15.201.255,AS1286,Altay Corporation,altayusa.com
8.15.202.0,8.15.202.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.203.0,8.15.203.255,AS7310,Gartner Group,gartner.com
8.15.204.0,8.15.206.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.207.0,8.15.207.255,AS12169,IBM Business Recovery Service,ibm.com
8.15.208.0,8.15.210.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.211.0,8.15.211.255,AS54798,Oddbytes LLC,oddbytes.com
8.15.212.0,8.15.223.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.224.0,8.15.225.255,AS64224,ATI Solutions,atisolutions.com
8.15.226.0,8.15.228.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.229.0,8.15.229.255,AS203,"Level 3 Parent, LLC",level3.com
8.15.230.0,8.15.245.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.246.0,8.15.246.255,AS11483,"Conviva, Inc.",conviva.com
8.15.247.0,8.15.253.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.15.254.0,8.15.254.255,AS18624,Greenlight,greenlighttek.com
8.15.255.0,8.17.7.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.8.0,8.17.9.255,AS26876,chico's fas inc,chicosfas.com
8.17.10.0,8.17.17.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.18.0,8.17.18.255,AS32059,"TradeStation Securities, Inc",tradestation.com
8.17.19.0,8.17.20.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.21.0,8.17.21.255,AS399433,Blue Cross Blue Shield of Illinois or Blue Cross Blue Shield of Texas,bluecross.ca
8.17.22.0,8.17.22.255,AS40711,Interactive Brokers LLC,interactivebrokers.com
8.17.23.0,8.17.25.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.26.0,8.17.26.255,AS40493,FacilitySource,facilitysource.com
8.17.27.0,8.17.27.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.28.0,8.17.28.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.29.0,8.17.29.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.30.0,8.17.31.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.32.0,8.17.32.255,AS26967,Sangoma US Inc.,sangoma.com
8.17.33.0,8.17.33.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.34.0,8.17.34.255,AS26967,Sangoma US Inc.,sangoma.com
8.17.35.0,8.17.36.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.37.0,8.17.37.255,AS14602,"Teliax, Inc.",teliax.com
8.17.38.0,8.17.39.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.40.0,8.17.40.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.41.0,8.17.42.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.43.0,8.17.47.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.48.0,8.17.48.255,AS845,"SBA Connect, LLC",sbaedge.com
8.17.49.0,8.17.54.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.55.0,8.17.55.255,AS15152,Modivcare Inc.,modivcare.com
8.17.56.0,8.17.60.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.61.0,8.17.61.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.62.0,8.17.62.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.63.0,8.17.65.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.66.0,8.17.66.255,AS46639,RoadRunner,roadrunnerwireless.net
8.17.67.0,8.17.87.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.88.0,8.17.95.255,AS36734,Paxio Inc.,paxio.com
8.17.96.0,8.17.96.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.97.0,8.17.97.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.98.0,8.17.98.255,AS395092,Shock Hosting LLC,shockhosting.net
8.17.99.0,8.17.106.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.107.0,8.17.107.255,AS40311,"ViaSat,Inc.",viasat.com
8.17.108.0,8.17.108.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.109.0,8.17.109.255,AS40311,"ViaSat,Inc.",viasat.com
8.17.110.0,8.17.114.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.115.0,8.17.115.255,AS13886,Cloud South,cloudsouth.com
8.17.116.0,8.17.116.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.117.0,8.17.117.255,AS12144,Cloud Grid Networks,cloud-grid.net
8.17.118.0,8.17.121.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.122.0,8.17.123.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.124.0,8.17.125.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.126.0,8.17.127.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.128.0,8.17.144.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.145.0,8.17.145.255,AS32692,Chaminade University of Honolulu,chaminade.edu
8.17.146.0,8.17.147.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.148.0,8.17.148.255,AS32692,Chaminade University of Honolulu,chaminade.edu
8.17.149.0,8.17.179.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.180.0,8.17.180.255,AS54819,"NetDiverse, LLC",netdiverse.com
8.17.181.0,8.17.184.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.185.0,8.17.185.255,AS399929,"Mid-America Apartments, L.P.",midamericaelevator.com
8.17.186.0,8.17.193.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.194.0,8.17.195.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.196.0,8.17.197.255,AS31890,"Quicken Loans, LLC",quickenloans.com
8.17.198.0,8.17.199.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.17.200.0,8.17.200.255,AS21970,PCE Systems,pcesystems.com
8.17.201.0,8.17.201.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.202.0,8.17.202.255,AS19067,"Vail Systems, Inc.",vailsys.com
8.17.203.0,8.17.204.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.205.0,8.17.206.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.17.207.0,8.17.207.255,AS395747,"Cloudflare, Inc.",cloudflare.com
8.17.208.0,8.17.223.255,AS18826,1966,dish.com
8.17.224.0,8.17.224.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.225.0,8.17.225.255,AS47040,Delta Products Corporation,delta-americas.com
8.17.226.0,8.17.250.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.17.251.0,8.17.252.255,AS209,"CenturyLink Communications, LLC",lumen.com
8.17.253.0,8.18.2.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.3.0,8.18.7.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.18.8.0,8.18.10.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.11.0,8.18.11.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.18.12.0,8.18.16.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.17.0,8.18.17.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.18.18.0,8.18.18.255,AS17405,"Fiserv Solutions, LLC",fiserv.com
8.18.19.0,8.18.37.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.38.0,8.18.39.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.18.40.0,8.18.44.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.45.0,8.18.45.255,AS26762,"Conversant, LLC",conversantmedia.com
8.18.46.0,8.18.46.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.47.0,8.18.47.255,AS398989,"DeepIntent, Inc.",deepintent.com
8.18.48.0,8.18.49.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.50.0,8.18.50.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.18.51.0,8.18.51.255,AS32746,Computer Design & Integration LLC,cdillc.com
8.18.52.0,8.18.62.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.63.0,8.18.63.255,AS203,"Level 3 Parent, LLC",level3.com
8.18.64.0,8.18.85.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.86.0,8.18.87.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.18.88.0,8.18.95.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.96.0,8.18.97.255,AS21691,Toyota Motor Credit Corporation,toyota.com
8.18.98.0,8.18.98.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.99.0,8.18.99.255,AS32224,Empire Southwest,empire-cat.com
8.18.100.0,8.18.110.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.111.0,8.18.111.255,AS40526,"Gap, Inc. Direct",gap.com
8.18.112.0,8.18.112.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.113.0,8.18.113.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.18.114.0,8.18.117.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.118.0,8.18.118.255,AS19067,"Vail Systems, Inc.",vailsys.com
8.18.119.0,8.18.119.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.120.0,8.18.122.255,AS989,ASPnix,aspnix.com
8.18.123.0,8.18.127.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.128.0,8.18.128.255,AS16276,OVH SAS,ovhcloud.com
8.18.129.0,8.18.160.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.161.0,8.18.161.255,AS16676,"Barchart.com, Inc.",barchart.com
8.18.162.0,8.18.162.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.163.0,8.18.163.255,AS22116,Xcast Labs Inc,xcastlabs.com
8.18.164.0,8.18.171.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.172.0,8.18.172.255,AS16276,OVH SAS,ovhcloud.com
8.18.173.0,8.18.192.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.193.0,8.18.193.255,AS27559,Peets Coffee & Tea,peets.com
8.18.194.0,8.18.196.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.18.197.0,8.18.197.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.198.0,8.18.198.255,AS397818,Lumentum Operations LLC,lumentum.com
8.18.199.0,8.18.204.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.205.0,8.18.205.255,AS26471,"Stifel, Nicolaus & C",stifel.com
8.18.206.0,8.18.208.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.209.0,8.18.209.255,AS16774,Mercury Insurance Group,mercuryinsurance.com
8.18.210.0,8.18.217.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.218.0,8.18.218.255,AS19001,Yelp! Inc.,yelp.com
8.18.219.0,8.18.219.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.220.0,8.18.220.255,AS46864,"Workday, Inc.",workday.com
8.18.221.0,8.18.221.255,AS394941,"Airbnb, Inc.",airbnb.com
8.18.222.0,8.18.225.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.226.0,8.18.229.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.18.230.0,8.18.230.255,AS399749,"Restaurant Technologies, Inc.",rti-inc.com
8.18.231.0,8.18.234.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.235.0,8.18.235.255,AS398432,"WANRack, LLC",wanrack.com
8.18.236.0,8.18.241.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.18.242.0,8.18.242.255,AS62743,"Room & Board, Inc.",roomandboard.com
8.18.243.0,8.19.7.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.8.0,8.19.8.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.19.9.0,8.19.43.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.44.0,8.19.47.255,AS40393,Crosslink Networks LLC,crosslinknetworks.com
8.19.48.0,8.19.48.255,AS399882,"WORKPLACE OPTIONS, LLC",workplaceoptions.co.uk
8.19.49.0,8.19.49.255,AS16998,"Zeus Industrial Products, Inc.",zeusinc.com
8.19.50.0,8.19.54.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.55.0,8.19.55.255,AS400494,Cirrascale Cloud Services LLC,cirrascale.com
8.19.56.0,8.19.63.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.64.0,8.19.72.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.73.0,8.19.73.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.74.0,8.19.74.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.75.0,8.19.75.255,AS13904,Cherryland Services Inc,cherry.fr
8.19.76.0,8.19.77.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.78.0,8.19.78.255,AS13955,Echostar Broadcasting Corporation,echostar.com
8.19.79.0,8.19.91.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.92.0,8.19.93.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.94.0,8.19.107.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.108.0,8.19.108.255,AS400733,Pari Data Systems Inc.,paridata.com
8.19.109.0,8.19.109.255,AS53285,Worldcall Internet Inc.,evolvecellular.com
8.19.110.0,8.19.111.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.112.0,8.19.112.255,AS3257,GTT Communications Inc.,gtt.net
8.19.113.0,8.19.113.255,AS17466,The AS number for GECIS global for their internet peering.,ge.com
8.19.114.0,8.19.115.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.116.0,8.19.118.255,AS13380,Zix Corporation,zix.com
8.19.119.0,8.19.119.255,AS53780,APPRIVER LLC,appriver.com
8.19.120.0,8.19.131.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.132.0,8.19.135.255,AS395148,"Pacific Lightwave, Inc.",paclw.com
8.19.136.0,8.19.145.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.146.0,8.19.146.255,AS25674,"Lingo Telecom, LLC",lingo.com
8.19.147.0,8.19.177.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.178.0,8.19.178.255,AS26143,"ProSites, Inc.",prosites.com
8.19.179.0,8.19.187.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.188.0,8.19.188.255,AS32696,"Tri State Voice & Data, LLC",tspa.us
8.19.189.0,8.19.200.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.201.0,8.19.201.255,AS53279,"INXPO, inc.",inxpo.com
8.19.202.0,8.19.202.255,AS32385,"IntelePeer, Inc.",intelepeer.com
8.19.203.0,8.19.203.255,AS3257,GTT Communications Inc.,gtt.net
8.19.204.0,8.19.205.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.206.0,8.19.207.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.208.0,8.19.224.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.225.0,8.19.226.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.227.0,8.19.227.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.228.0,8.19.231.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.232.0,8.19.232.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.233.0,8.19.234.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.235.0,8.19.235.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.236.0,8.19.239.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.19.240.0,8.19.240.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.241.0,8.19.241.255,AS53943,Paylocity Corporation,paylocity.com
8.19.242.0,8.19.242.255,AS23314,Summit Broadband,summit-broadband.com
8.19.243.0,8.19.247.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.248.0,8.19.248.255,AS19589,City Of Leesburg,leesburgflorida.gov
8.19.249.0,8.19.249.255,AS2734,CoreSite,coresite.com
8.19.250.0,8.19.251.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.252.0,8.19.253.255,AS63402,Universal Orlando,universalorlando.com
8.19.254.0,8.19.254.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.19.255.0,8.19.255.255,AS63402,Universal Orlando,universalorlando.com
8.20.0.0,8.20.2.255,AS35873,"Move Networks, inc.",movenetworks.com
8.20.3.0,8.20.3.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.4.0,8.20.4.255,AS31837,"Lionbridge Technologies, Inc.",lionbridge.com
8.20.5.0,8.20.6.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.7.0,8.20.7.255,AS1019,Sotera Health,soterahealth.com
8.20.8.0,8.20.9.255,AS29946,Union Wireless,unionwireless.com
8.20.10.0,8.20.17.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.18.0,8.20.23.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.20.24.0,8.20.30.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.31.0,8.20.31.255,AS10397,"Momentum Telecom, Inc.",momentumtelecom.com
8.20.32.0,8.20.33.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.34.0,8.20.37.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.20.38.0,8.20.40.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.41.0,8.20.41.255,AS396365,"DFI Resources, LLC.",dfiaustin.com
8.20.42.0,8.20.46.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.47.0,8.20.47.255,AS400608,Bhp Billiton Petroleum (deepwater) Inc.,woodside.com
8.20.48.0,8.20.49.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.50.0,8.20.51.255,AS21691,Toyota Motor Credit Corporation,toyota.com
8.20.52.0,8.20.52.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.53.0,8.20.53.255,AS26344,"Real Page, Inc.",realpage.com
8.20.54.0,8.20.54.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.55.0,8.20.55.255,AS40371,"PROS, Inc.",internetsearchinc.com
8.20.56.0,8.20.58.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.59.0,8.20.60.255,AS40371,"PROS, Inc.",internetsearchinc.com
8.20.61.0,8.20.62.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.63.0,8.20.63.255,AS394437,PS Lightwave,pslightwave.com
8.20.64.0,8.20.64.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.65.0,8.20.65.255,AS18756,"Level 3 Parent, LLC",level3.com
8.20.66.0,8.20.68.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.69.0,8.20.69.255,AS36317,TOLL BROTHERS INC,tollbrothers.com
8.20.70.0,8.20.70.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.71.0,8.20.71.255,AS393819,Lackawanna County Government,lackawannacounty.org
8.20.72.0,8.20.72.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.73.0,8.20.73.255,AS20149,"NHL Enterprises, Inc.",nhl.com
8.20.74.0,8.20.74.255,AS23256,David's Bridal,davidsbridal.com
8.20.75.0,8.20.79.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.80.0,8.20.80.255,AS40495,"Marchex, Inc.",marchex.com
8.20.81.0,8.20.87.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.88.0,8.20.88.255,AS53775,"Sekisui Polymer Innovations, LLC",sekisui-spi.com
8.20.89.0,8.20.90.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.91.0,8.20.91.255,AS396431,T38Fax Incorporated,t38fax.com
8.20.92.0,8.20.92.255,AS30372,Crown Castle Fiber LLC,crowncastle.com
8.20.93.0,8.20.95.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.96.0,8.20.97.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.20.98.0,8.20.99.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.100.0,8.20.101.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.20.102.0,8.20.102.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.103.0,8.20.103.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.20.104.0,8.20.108.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.109.0,8.20.109.255,AS47631,SIP COMMUNICATIONS LIMITED,sipcom.com
8.20.110.0,8.20.110.255,AS16276,OVH SAS,ovhcloud.com
8.20.111.0,8.20.111.255,AS18888,"ZILLOW, INC.",zillow.com
8.20.112.0,8.20.112.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.113.0,8.20.113.255,AS46186,Gilead Sciences,gilead.com
8.20.114.0,8.20.114.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.115.0,8.20.115.255,AS394945,Expeditors International of Wa Inc.,expeditors.com
8.20.116.0,8.20.118.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.119.0,8.20.119.255,AS14784,SPOKANE TEACHERS CREDIT UNION,stcu.org
8.20.120.0,8.20.121.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.122.0,8.20.124.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.20.125.0,8.20.125.255,AS395747,"Cloudflare, Inc.",cloudflare.com
8.20.126.0,8.20.126.255,AS13335,"Cloudflare, Inc.",cloudflare.com
8.20.127.0,8.20.177.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.178.0,8.20.179.255,AS11178,"AccessPlus Communications, Inc.",accesspluscom.com
8.20.180.0,8.20.181.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.182.0,8.20.183.255,AS53670,Prescient Worldwide,prescientworldwide.com
8.20.184.0,8.20.184.255,AS13724,Massachusetts Financial Services,mfs.com
8.20.185.0,8.20.185.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.186.0,8.20.187.255,AS11178,"AccessPlus Communications, Inc.",accesspluscom.com
8.20.188.0,8.20.189.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.190.0,8.20.190.255,AS11178,"AccessPlus Communications, Inc.",accesspluscom.com
8.20.191.0,8.20.191.255,AS25623,"TowardEX Technologies International, Inc.",towardex.com
8.20.192.0,8.20.203.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.204.0,8.20.207.255,AS23089,Hotwire Communications,hotwirecommunication.com
8.20.208.0,8.20.211.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.212.0,8.20.212.255,AS14602,"Teliax, Inc.",teliax.com
8.20.213.0,8.20.213.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.214.0,8.20.215.255,AS63107,"Bijou Telephone Co-op Association, Inc.",netecin.net
8.20.216.0,8.20.223.255,AS33302,Data102,data102.com
8.20.224.0,8.20.240.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.241.0,8.20.241.255,AS23393,NuCDN LLC,nurd.com
8.20.242.0,8.20.242.255,AS3356,"Level 3 Parent, LLC",lumen.com
8.20.243.0,8.20.243.255,AS23393,NuCDN LLC,nurd.com
